job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Cybersecurity Analyst,14,Diploma,13,Media,Medium,Sweden,Hybrid,3,146826
Cloud Engineer,10,Diploma,12,Healthcare,Enterprise,Remote,No,4,169678
Cybersecurity Analyst,9,Diploma,6,Government,Large,Germany,No,3,149868
Cloud Engineer,4,Diploma,6,Telecom,Medium,Singapore,Hybrid,2,115154
DevOps Engineer,12,PhD,9,Retail,Small,Singapore,Hybrid,0,140564
Cloud Engineer,17,Master,1,Education,Startup,Australia,Yes,4,147991
Machine Learning Engineer,14,High School,13,Manufacturing,Large,India,No,1,133355
Cybersecurity Analyst,18,Master,1,Government,Enterprise,Australia,Hybrid,1,182219
Machine Learning Engineer,1,Bachelor,3,Consulting,Large,Canada,Yes,0,155587
Data Analyst,12,High School,6,Government,Enterprise,Remote,No,2,128137
Business Analyst,18,PhD,6,Government,Medium,Australia,Hybrid,3,145098
Machine Learning Engineer,7,Master,16,Manufacturing,Small,Remote,Yes,0,151094
Data Analyst,16,Diploma,17,Education,Medium,Singapore,Yes,1,126726
AI Engineer,13,PhD,14,Healthcare,Large,Canada,No,1,243134
Product Manager,3,Master,6,Education,Small,India,Yes,2,90699
Business Analyst,6,Bachelor,11,Manufacturing,Small,Sweden,No,0,93724
Backend Developer,5,Diploma,9,Education,Large,USA,No,5,153225
Data Analyst,18,Master,9,Consulting,Small,Australia,No,0,127911
Data Scientist,9,Bachelor,19,Finance,Small,Australia,Hybrid,4,137784
Data Analyst,10,Master,7,Telecom,Large,India,No,1,94483
Backend Developer,15,Master,15,Manufacturing,Startup,Netherlands,Hybrid,0,137184
Data Scientist,6,Diploma,14,Healthcare,Startup,Sweden,Hybrid,4,110456
Data Analyst,14,Diploma,2,Technology,Startup,Singapore,No,5,93032
AI Engineer,3,Bachelor,1,Government,Enterprise,Netherlands,Hybrid,1,154712
Machine Learning Engineer,20,Diploma,11,Telecom,Enterprise,Sweden,Yes,2,204425
Data Scientist,18,Master,4,Government,Small,Singapore,Yes,3,161125
Data Scientist,14,Bachelor,4,Government,Large,Singapore,Hybrid,1,149042
DevOps Engineer,14,Diploma,12,Media,Medium,India,Hybrid,2,90063
Data Scientist,3,Master,13,Finance,Large,Remote,Yes,5,149363
Data Analyst,5,Diploma,5,Consulting,Large,USA,Yes,5,132029
Product Manager,9,Bachelor,8,Retail,Medium,Australia,Yes,3,139356
Product Manager,17,High School,14,Telecom,Medium,Singapore,No,5,154847
Backend Developer,11,Bachelor,11,Telecom,Startup,Germany,Yes,1,131215
Software Engineer,8,Bachelor,19,Manufacturing,Startup,Singapore,Yes,5,116301
Business Analyst,11,High School,19,Government,Enterprise,Canada,No,1,148814
Cybersecurity Analyst,6,Diploma,13,Consulting,Large,India,Hybrid,1,87976
Frontend Developer,4,Diploma,19,Government,Enterprise,Singapore,Yes,5,136997
Business Analyst,3,Diploma,17,Manufacturing,Small,Netherlands,Hybrid,3,86168
Business Analyst,13,Master,11,Finance,Startup,Sweden,Yes,5,122564
Cybersecurity Analyst,14,Master,16,Media,Small,Australia,No,0,142545
Business Analyst,15,Master,7,Technology,Large,Sweden,No,0,129614
Software Engineer,8,Diploma,11,Retail,Startup,Remote,No,2,105957
Frontend Developer,12,PhD,7,Consulting,Small,Germany,Yes,3,158700
DevOps Engineer,19,PhD,10,Manufacturing,Small,Remote,Hybrid,5,174238
Data Analyst,20,Master,4,Technology,Startup,UK,Yes,4,146976
Cybersecurity Analyst,7,Bachelor,12,Technology,Startup,Remote,Yes,0,113347
Cloud Engineer,7,High School,10,Government,Medium,Canada,Yes,5,155231
Backend Developer,6,PhD,13,Retail,Medium,Sweden,Hybrid,4,132262
Cloud Engineer,15,PhD,13,Consulting,Small,India,Yes,5,124272
Backend Developer,7,High School,1,Education,Medium,Australia,No,0,96473
Business Analyst,15,Bachelor,5,Consulting,Medium,Remote,No,0,111400
AI Engineer,7,Master,4,Manufacturing,Enterprise,Canada,Yes,2,228116
Business Analyst,18,Master,9,Media,Startup,Remote,No,5,125063
AI Engineer,2,Master,12,Technology,Startup,UK,Hybrid,4,150772
Data Scientist,4,Master,16,Finance,Startup,Germany,Yes,3,139747
Data Analyst,17,PhD,6,Healthcare,Small,Canada,Hybrid,2,158686
AI Engineer,15,Master,16,Healthcare,Enterprise,Canada,Yes,2,263673
Data Analyst,11,Master,18,Finance,Medium,Australia,Yes,4,130928
Backend Developer,17,Diploma,15,Finance,Large,India,Hybrid,0,101266
Data Analyst,5,Master,18,Finance,Medium,USA,No,3,146222
Business Analyst,5,High School,8,Telecom,Startup,Netherlands,No,3,71814
Product Manager,18,Bachelor,14,Retail,Medium,Australia,Yes,3,167760
DevOps Engineer,20,High School,9,Consulting,Medium,USA,Yes,2,204655
Cloud Engineer,8,Bachelor,9,Consulting,Small,Sweden,Yes,3,133604
Product Manager,7,Bachelor,14,Education,Medium,Canada,No,4,167805
Business Analyst,3,Diploma,5,Manufacturing,Medium,USA,Yes,5,120281
Frontend Developer,0,Diploma,1,Finance,Large,Singapore,Hybrid,3,89128
Cloud Engineer,2,Diploma,12,Manufacturing,Medium,Germany,Yes,3,129553
Business Analyst,4,Diploma,16,Manufacturing,Large,Remote,Yes,3,117044
Backend Developer,0,Diploma,18,Education,Small,Remote,Yes,1,104041
AI Engineer,12,High School,13,Media,Small,Canada,Hybrid,3,170494
DevOps Engineer,17,Diploma,15,Media,Medium,Germany,No,5,172388
Business Analyst,6,Master,9,Manufacturing,Startup,Sweden,Hybrid,1,87903
Cloud Engineer,9,Bachelor,5,Manufacturing,Small,Remote,No,1,126459
Data Analyst,7,High School,1,Telecom,Large,Australia,Yes,5,100517
Cybersecurity Analyst,4,Master,1,Education,Small,UK,Hybrid,5,137393
Frontend Developer,19,Diploma,12,Education,Medium,Netherlands,No,1,136371
Product Manager,15,Bachelor,14,Telecom,Small,UK,Yes,2,181858
Cybersecurity Analyst,1,Diploma,9,Education,Medium,India,No,0,72873
Software Engineer,10,PhD,6,Retail,Enterprise,UK,No,4,210567
AI Engineer,17,PhD,4,Healthcare,Startup,Singapore,No,0,162247
DevOps Engineer,12,Master,11,Retail,Large,Sweden,No,0,158922
AI Engineer,14,Master,3,Media,Startup,India,Hybrid,0,108137
Data Analyst,8,PhD,18,Education,Small,Remote,Hybrid,3,118543
Software Engineer,6,High School,19,Government,Startup,UK,Yes,1,125058
DevOps Engineer,17,Diploma,5,Education,Medium,UK,Hybrid,5,175586
DevOps Engineer,13,Master,16,Finance,Enterprise,India,No,2,126533
Cloud Engineer,8,Master,8,Government,Startup,USA,Hybrid,3,162703
Backend Developer,10,Bachelor,12,Education,Small,Singapore,No,1,122397
Data Scientist,4,Bachelor,7,Education,Small,Germany,No,3,125176
Backend Developer,16,Diploma,2,Government,Large,Australia,No,1,144451
Machine Learning Engineer,19,High School,14,Media,Large,Remote,No,4,181241
DevOps Engineer,8,Diploma,14,Consulting,Large,USA,No,3,192775
AI Engineer,5,PhD,18,Media,Large,Singapore,Yes,4,190391
Cybersecurity Analyst,10,Diploma,13,Manufacturing,Enterprise,Canada,Yes,0,184789
DevOps Engineer,14,Bachelor,10,Technology,Enterprise,Canada,No,0,197795
AI Engineer,18,Diploma,7,Consulting,Enterprise,UK,Hybrid,3,239537
Machine Learning Engineer,13,PhD,6,Media,Medium,Singapore,Yes,1,177489
Cloud Engineer,12,Diploma,17,Finance,Enterprise,Germany,No,1,187404
Business Analyst,0,Diploma,4,Government,Enterprise,UK,Yes,4,115213
Cybersecurity Analyst,6,High School,17,Media,Large,USA,Hybrid,4,174631
Software Engineer,7,PhD,15,Retail,Large,Netherlands,No,1,164955
Cybersecurity Analyst,8,Master,3,Technology,Small,Germany,Hybrid,5,143359
Cybersecurity Analyst,0,Bachelor,4,Government,Enterprise,Australia,Hybrid,2,132313
Software Engineer,10,High School,4,Education,Enterprise,UK,Hybrid,1,154474
Product Manager,12,Bachelor,6,Retail,Enterprise,Sweden,Yes,1,184691
Business Analyst,9,Diploma,12,Telecom,Small,India,No,2,73902
Data Analyst,8,Diploma,3,Telecom,Startup,Remote,No,1,75675
Cybersecurity Analyst,2,Diploma,4,Consulting,Small,Remote,Hybrid,5,94865
Product Manager,19,Diploma,3,Media,Enterprise,Singapore,No,2,182991
Frontend Developer,14,High School,8,Manufacturing,Startup,UK,Yes,4,120952
Software Engineer,0,Master,2,Education,Small,USA,No,2,127762
AI Engineer,20,Master,10,Finance,Medium,Singapore,Yes,5,201481
DevOps Engineer,14,Master,7,Government,Startup,India,No,2,93563
Data Scientist,14,Diploma,6,Consulting,Small,Sweden,Yes,3,126241
Data Scientist,3,Bachelor,4,Education,Enterprise,Germany,Yes,4,148929
Business Analyst,8,PhD,10,Finance,Large,Sweden,Yes,4,142789
Product Manager,19,PhD,11,Telecom,Small,India,Hybrid,3,116806
Business Analyst,12,Master,3,Media,Small,Sweden,Hybrid,5,118259
DevOps Engineer,18,Master,15,Finance,Enterprise,Sweden,Hybrid,3,207862
Data Scientist,19,Diploma,9,Manufacturing,Medium,Singapore,Yes,2,152873
Cloud Engineer,15,Master,1,Government,Large,Sweden,Yes,4,170477
Product Manager,10,Diploma,7,Telecom,Startup,Germany,Hybrid,5,138984
Data Analyst,12,High School,18,Telecom,Large,Netherlands,Yes,3,127439
Business Analyst,10,High School,2,Retail,Medium,Germany,No,4,112586
Data Scientist,10,Diploma,13,Media,Startup,UK,Yes,3,140795
Machine Learning Engineer,10,PhD,18,Finance,Medium,Canada,No,5,206357
Data Scientist,7,Bachelor,5,Retail,Enterprise,USA,Yes,5,200430
AI Engineer,19,High School,3,Manufacturing,Medium,Remote,No,4,165262
Data Scientist,15,Master,5,Telecom,Large,UK,Yes,0,188485
Machine Learning Engineer,3,Diploma,10,Manufacturing,Large,Sweden,No,5,147310
Product Manager,4,Master,7,Healthcare,Medium,Sweden,No,1,129955
DevOps Engineer,14,Bachelor,18,Finance,Large,Germany,No,1,181399
Backend Developer,2,High School,9,Consulting,Large,Netherlands,Yes,5,118313
Cloud Engineer,4,PhD,8,Technology,Enterprise,USA,Hybrid,3,220688
Cloud Engineer,7,Master,2,Media,Enterprise,India,Hybrid,5,117282
DevOps Engineer,1,Master,18,Healthcare,Large,UK,Yes,4,175261
Software Engineer,10,Bachelor,7,Healthcare,Enterprise,Remote,No,0,138701
Machine Learning Engineer,4,High School,2,Healthcare,Enterprise,Remote,Hybrid,5,141790
AI Engineer,10,PhD,8,Government,Large,Remote,Yes,0,198832
Cybersecurity Analyst,8,Bachelor,16,Government,Startup,Canada,Hybrid,1,140611
Cloud Engineer,16,PhD,3,Finance,Small,Remote,Hybrid,0,154324
Cloud Engineer,3,PhD,15,Telecom,Medium,USA,No,0,178875
Data Analyst,17,High School,4,Technology,Small,Netherlands,Hybrid,4,98521
Software Engineer,9,Master,9,Healthcare,Small,UK,Yes,4,151444
Cybersecurity Analyst,17,Master,10,Telecom,Startup,Remote,Yes,0,151188
Machine Learning Engineer,0,Diploma,12,Media,Large,Netherlands,Hybrid,1,131087
Software Engineer,15,PhD,1,Consulting,Large,Canada,Yes,0,209166
Backend Developer,20,PhD,9,Consulting,Small,UK,Hybrid,5,186961
DevOps Engineer,6,PhD,9,Consulting,Startup,Singapore,No,5,139204
Frontend Developer,18,Diploma,10,Consulting,Startup,Australia,Yes,2,129902
Software Engineer,10,High School,8,Media,Enterprise,Germany,No,5,157054
Data Analyst,17,Master,17,Healthcare,Enterprise,Netherlands,Hybrid,3,176194
Software Engineer,3,Master,15,Education,Medium,USA,No,4,162681
Frontend Developer,11,High School,7,Telecom,Small,USA,Hybrid,5,151003
AI Engineer,18,PhD,19,Healthcare,Large,Remote,Yes,1,230942
Cloud Engineer,15,Diploma,2,Healthcare,Large,Singapore,Yes,2,159750
Cybersecurity Analyst,4,Bachelor,11,Finance,Small,Sweden,No,0,113346
Data Scientist,10,Diploma,1,Manufacturing,Startup,Germany,Hybrid,4,119880
Product Manager,20,Master,10,Media,Small,Singapore,Hybrid,2,174617
Business Analyst,7,Master,15,Media,Medium,Australia,Yes,2,118687
Software Engineer,4,Bachelor,15,Technology,Enterprise,Singapore,Hybrid,0,143110
Frontend Developer,11,High School,18,Consulting,Enterprise,Sweden,Yes,2,146372
Backend Developer,4,Master,16,Technology,Medium,Singapore,Hybrid,5,130476
Backend Developer,13,Diploma,3,Healthcare,Large,Canada,Yes,4,176736
Business Analyst,12,Diploma,12,Retail,Large,USA,Hybrid,2,165820
Cybersecurity Analyst,16,Diploma,1,Government,Small,Australia,Yes,2,134335
DevOps Engineer,13,Bachelor,3,Retail,Enterprise,Australia,No,2,159902
Data Analyst,17,Master,3,Education,Medium,UK,Hybrid,0,143739
Frontend Developer,16,High School,9,Finance,Small,India,Yes,3,85561
Cloud Engineer,5,Master,7,Media,Enterprise,Netherlands,Hybrid,1,155889
Backend Developer,20,High School,8,Telecom,Startup,Germany,Hybrid,2,133937
Data Scientist,11,PhD,16,Media,Startup,India,No,5,99987
AI Engineer,16,Master,11,Media,Startup,Germany,No,3,182500
Cybersecurity Analyst,2,PhD,7,Consulting,Enterprise,Netherlands,Yes,5,164950
DevOps Engineer,8,Diploma,9,Technology,Medium,UK,Yes,2,146651
Data Scientist,0,Bachelor,12,Government,Enterprise,Remote,No,3,124242
Data Analyst,14,Bachelor,14,Media,Small,Netherlands,No,0,117577
Product Manager,3,High School,16,Government,Small,Australia,No,5,124956
AI Engineer,4,PhD,3,Government,Medium,Canada,Hybrid,4,190921
Cybersecurity Analyst,19,Diploma,2,Finance,Enterprise,Sweden,Hybrid,3,176192
AI Engineer,20,PhD,18,Education,Small,Singapore,Hybrid,2,200693
AI Engineer,10,Master,18,Retail,Medium,Netherlands,No,1,179734
AI Engineer,0,High School,5,Healthcare,Medium,India,Hybrid,2,81748
Cloud Engineer,0,High School,8,Manufacturing,Small,India,Hybrid,4,67120
Machine Learning Engineer,18,Diploma,15,Technology,Large,Sweden,No,5,191026
Data Analyst,19,Diploma,6,Manufacturing,Large,Sweden,No,2,125426
AI Engineer,15,Master,19,Retail,Startup,India,Yes,1,113247
Backend Developer,4,Bachelor,12,Finance,Large,Germany,No,0,131383
Data Analyst,10,High School,3,Media,Startup,India,Yes,2,66223
Cloud Engineer,4,High School,13,Finance,Small,Canada,Hybrid,3,131483
DevOps Engineer,10,Diploma,17,Government,Startup,UK,Yes,1,146845
Machine Learning Engineer,11,Master,12,Healthcare,Startup,Germany,Yes,0,161389
Cybersecurity Analyst,0,Bachelor,16,Manufacturing,Small,Remote,Hybrid,1,103457
Data Analyst,12,High School,15,Healthcare,Small,Remote,No,2,108107
Machine Learning Engineer,7,Bachelor,12,Healthcare,Medium,Australia,No,4,150100
AI Engineer,20,Diploma,8,Technology,Medium,Sweden,No,4,180167
Backend Developer,6,Bachelor,8,Consulting,Medium,USA,Hybrid,0,142989
Backend Developer,6,Bachelor,13,Technology,Enterprise,USA,Hybrid,0,170812
Machine Learning Engineer,3,PhD,13,Finance,Large,Remote,Yes,0,165778
Business Analyst,4,Master,7,Education,Medium,Canada,Yes,0,115084
Cloud Engineer,15,PhD,3,Education,Large,UK,Yes,0,202561
Business Analyst,7,Diploma,18,Consulting,Enterprise,Australia,Hybrid,0,107441
Business Analyst,17,Master,8,Consulting,Startup,Canada,Hybrid,3,147779
Cybersecurity Analyst,5,Diploma,18,Consulting,Medium,Singapore,No,1,122097
Backend Developer,16,High School,15,Manufacturing,Medium,Sweden,Yes,2,133246
Business Analyst,1,High School,18,Retail,Small,India,Yes,0,57421
Cloud Engineer,19,High School,2,Consulting,Startup,Singapore,Yes,2,131043
Cybersecurity Analyst,3,PhD,2,Healthcare,Medium,Sweden,Hybrid,5,146195
Product Manager,3,Diploma,18,Technology,Enterprise,Sweden,Yes,4,158155
Backend Developer,11,PhD,5,Consulting,Medium,Australia,Yes,5,147818
Software Engineer,17,Diploma,16,Retail,Large,Remote,Yes,1,156585
Machine Learning Engineer,11,High School,11,Telecom,Startup,Singapore,Hybrid,4,130949
Software Engineer,5,PhD,14,Consulting,Startup,Netherlands,Hybrid,5,124267
Software Engineer,1,PhD,11,Telecom,Startup,Germany,Yes,3,124374
DevOps Engineer,4,Diploma,8,Finance,Enterprise,Sweden,Hybrid,0,132726
Business Analyst,1,PhD,19,Finance,Small,Canada,Yes,4,143419
Business Analyst,0,High School,17,Government,Large,Sweden,Yes,1,78843
Cloud Engineer,9,Bachelor,6,Education,Small,Germany,Yes,0,139460
Data Analyst,18,PhD,4,Government,Large,USA,Hybrid,3,200653
AI Engineer,11,Bachelor,3,Manufacturing,Startup,Netherlands,Yes,1,142604
Product Manager,4,Bachelor,7,Telecom,Enterprise,USA,Hybrid,4,199131
Data Analyst,11,Bachelor,3,Finance,Small,Australia,Yes,5,102734
Data Scientist,18,Master,19,Education,Small,Australia,Hybrid,0,162077
Machine Learning Engineer,9,Master,10,Healthcare,Enterprise,Australia,No,1,184705
Business Analyst,1,High School,6,Media,Medium,UK,Hybrid,1,77549
Product Manager,10,Master,6,Media,Enterprise,USA,No,3,228337
Machine Learning Engineer,18,Master,8,Consulting,Enterprise,Remote,Yes,5,216139
Software Engineer,10,Master,7,Government,Medium,Remote,Hybrid,4,137011
Data Scientist,7,PhD,7,Media,Startup,India,Yes,5,90649
AI Engineer,12,Bachelor,3,Media,Medium,Canada,Hybrid,2,187587
Data Analyst,20,Bachelor,11,Finance,Small,Canada,Hybrid,2,154035
Software Engineer,12,PhD,12,Retail,Large,UK,Hybrid,1,188816
Machine Learning Engineer,13,Diploma,2,Telecom,Small,Germany,No,2,143705
Data Scientist,7,Master,5,Government,Enterprise,USA,No,3,203384
Machine Learning Engineer,3,Master,14,Manufacturing,Startup,UK,No,4,152241
Software Engineer,9,PhD,8,Media,Medium,India,Hybrid,1,109749
DevOps Engineer,8,Diploma,14,Consulting,Enterprise,Australia,Yes,2,160200
Data Scientist,8,PhD,12,Consulting,Large,Singapore,Yes,0,152171
DevOps Engineer,15,PhD,17,Media,Enterprise,Singapore,Yes,4,225718
Cybersecurity Analyst,3,High School,19,Technology,Large,Sweden,Yes,3,137054
Cloud Engineer,3,Diploma,4,Government,Medium,Australia,Hybrid,3,125997
Machine Learning Engineer,3,Bachelor,18,Retail,Startup,USA,Hybrid,0,146709
Frontend Developer,8,PhD,12,Healthcare,Large,UK,Hybrid,3,173503
Machine Learning Engineer,14,PhD,12,Finance,Enterprise,UK,Hybrid,0,240935
Machine Learning Engineer,8,Bachelor,14,Consulting,Enterprise,USA,Yes,2,229882
Software Engineer,18,Master,10,Retail,Enterprise,India,No,4,130348
DevOps Engineer,19,Bachelor,9,Consulting,Medium,USA,Yes,1,203226
Software Engineer,1,High School,3,Healthcare,Medium,Australia,Yes,2,90806
Data Scientist,2,High School,19,Manufacturing,Enterprise,Canada,Hybrid,3,153961
Cybersecurity Analyst,16,PhD,4,Media,Large,UK,No,0,206943
Data Scientist,17,Diploma,17,Retail,Enterprise,India,Yes,2,124885
AI Engineer,20,Master,10,Media,Startup,Australia,No,5,179229
Product Manager,13,Bachelor,16,Government,Medium,Australia,Hybrid,4,155737
Business Analyst,20,Bachelor,10,Education,Medium,Germany,Hybrid,5,148468
Product Manager,10,PhD,1,Consulting,Medium,India,No,0,99358
Backend Developer,10,Diploma,15,Retail,Small,Canada,No,5,141154
Data Analyst,10,PhD,5,Retail,Large,Netherlands,Yes,5,136918
Cloud Engineer,11,High School,1,Media,Startup,USA,Yes,3,154029
Frontend Developer,14,Bachelor,13,Finance,Large,Canada,No,2,168074
Software Engineer,15,Master,7,Telecom,Small,Sweden,No,0,143053
Frontend Developer,1,Bachelor,17,Technology,Enterprise,Germany,Hybrid,0,126724
Data Analyst,15,High School,18,Technology,Medium,Australia,Hybrid,3,116993
Data Scientist,10,Bachelor,9,Retail,Enterprise,UK,Hybrid,3,185687
Product Manager,6,PhD,8,Finance,Medium,Singapore,No,5,150587
Frontend Developer,16,PhD,1,Education,Startup,Australia,No,4,135428
Data Scientist,11,Bachelor,11,Technology,Small,Germany,Yes,4,147544
Software Engineer,3,Diploma,9,Technology,Large,Netherlands,Hybrid,5,115128
DevOps Engineer,9,Master,7,Manufacturing,Enterprise,Remote,No,5,171126
Cloud Engineer,17,Diploma,4,Consulting,Startup,Singapore,No,1,132520
DevOps Engineer,19,Diploma,3,Manufacturing,Startup,Netherlands,Yes,3,132981
Software Engineer,11,PhD,17,Technology,Enterprise,Australia,Yes,4,191248
Machine Learning Engineer,11,PhD,3,Technology,Enterprise,USA,No,4,256091
Data Scientist,3,Master,12,Retail,Startup,India,No,4,80696
Backend Developer,5,Diploma,10,Telecom,Enterprise,Singapore,No,0,122432
DevOps Engineer,11,PhD,16,Technology,Small,Germany,Yes,4,178591
Data Analyst,12,PhD,12,Education,Startup,USA,No,4,159072
Machine Learning Engineer,8,Master,17,Healthcare,Medium,Australia,No,4,162482
Frontend Developer,14,PhD,18,Telecom,Large,Canada,No,0,204729
AI Engineer,20,Diploma,17,Education,Small,India,No,4,124423
DevOps Engineer,7,High School,3,Consulting,Small,Australia,No,0,93997
Cybersecurity Analyst,20,High School,18,Telecom,Small,Canada,No,1,173589
Frontend Developer,5,High School,9,Telecom,Enterprise,USA,Hybrid,0,145297
Machine Learning Engineer,10,PhD,16,Finance,Small,Australia,Yes,0,161327
Business Analyst,3,PhD,10,Government,Startup,Canada,Hybrid,2,119781
Product Manager,14,Bachelor,1,Education,Startup,Canada,Yes,1,160732
AI Engineer,9,Diploma,16,Finance,Large,Australia,Yes,1,178201
Backend Developer,14,PhD,13,Retail,Small,Australia,No,3,149852
Business Analyst,1,Bachelor,10,Education,Enterprise,Australia,No,0,106591
AI Engineer,3,Bachelor,5,Retail,Large,Australia,Hybrid,3,145371
Business Analyst,5,PhD,19,Education,Small,Remote,No,1,123225
Cloud Engineer,20,PhD,16,Finance,Startup,Singapore,No,2,170565
Data Analyst,20,High School,9,Telecom,Small,UK,Yes,5,130509
Data Scientist,16,Bachelor,13,Government,Large,USA,No,4,207266
Data Scientist,18,Master,4,Education,Small,Remote,Hybrid,3,157104
Data Analyst,3,Master,4,Manufacturing,Large,Canada,Yes,3,132046
DevOps Engineer,7,Diploma,18,Technology,Medium,Singapore,Hybrid,2,129663
Software Engineer,6,Diploma,19,Media,Startup,Remote,Yes,3,115326
Backend Developer,13,Bachelor,18,Telecom,Medium,Sweden,No,5,139690
Data Scientist,15,High School,14,Retail,Medium,USA,No,0,176970
Backend Developer,17,Master,16,Manufacturing,Large,Remote,Hybrid,4,173344
Product Manager,12,Bachelor,3,Technology,Large,Australia,Yes,2,167940
Data Analyst,12,Diploma,1,Telecom,Large,Singapore,Yes,4,117322
Product Manager,7,Diploma,8,Finance,Large,Germany,Yes,4,154819
Cloud Engineer,13,PhD,8,Telecom,Enterprise,Germany,No,4,208130
Cybersecurity Analyst,20,High School,7,Consulting,Small,Sweden,Yes,0,144582
Cloud Engineer,15,Master,1,Media,Medium,Singapore,Hybrid,0,153931
Frontend Developer,19,Bachelor,13,Manufacturing,Small,UK,No,2,159707
Data Scientist,11,Master,7,Telecom,Medium,Netherlands,Yes,5,153906
Backend Developer,4,Bachelor,1,Education,Large,Singapore,Yes,3,125653
DevOps Engineer,3,Master,19,Media,Large,Singapore,Hybrid,0,145808
AI Engineer,14,Master,1,Healthcare,Large,Germany,Yes,4,213163
Cybersecurity Analyst,11,PhD,19,Education,Startup,Remote,Hybrid,2,141951
Cloud Engineer,2,Master,16,Consulting,Enterprise,Singapore,Yes,5,169590
Cloud Engineer,18,PhD,2,Media,Enterprise,Canada,Yes,0,245350
Business Analyst,5,Diploma,10,Telecom,Small,Germany,No,1,92621
Data Scientist,13,High School,15,Education,Medium,Canada,No,0,144056
AI Engineer,4,PhD,15,Education,Small,USA,Hybrid,3,209184
Product Manager,10,PhD,7,Government,Enterprise,Australia,Hybrid,2,191570
Cloud Engineer,12,Diploma,5,Telecom,Enterprise,Singapore,Hybrid,3,162509
DevOps Engineer,17,PhD,8,Education,Large,Singapore,Hybrid,1,187476
DevOps Engineer,14,Master,12,Telecom,Large,Sweden,Yes,4,179832
Product Manager,20,Diploma,5,Consulting,Startup,Remote,Yes,0,142523
Cybersecurity Analyst,9,Bachelor,8,Manufacturing,Large,Remote,No,1,138396
Data Analyst,19,High School,15,Telecom,Startup,Australia,No,4,116627
Frontend Developer,16,PhD,19,Consulting,Medium,Sweden,Yes,2,167397
DevOps Engineer,9,Diploma,15,Finance,Medium,Sweden,No,1,126140
Data Scientist,16,Diploma,5,Healthcare,Small,Sweden,No,3,126625
AI Engineer,13,High School,2,Education,Medium,India,Hybrid,2,107803
DevOps Engineer,4,Bachelor,19,Government,Large,Singapore,Hybrid,5,138177
Data Scientist,16,PhD,1,Consulting,Medium,Remote,No,0,152222
AI Engineer,12,Diploma,17,Manufacturing,Small,USA,Hybrid,4,186443
Data Analyst,0,Bachelor,3,Telecom,Enterprise,India,Hybrid,4,61507
Frontend Developer,1,Bachelor,1,Finance,Medium,India,Yes,4,70860
Software Engineer,16,Diploma,17,Telecom,Enterprise,Germany,Hybrid,1,190177
Backend Developer,12,Master,8,Consulting,Startup,USA,Yes,4,171569
AI Engineer,10,Diploma,4,Media,Enterprise,India,Yes,5,130927
DevOps Engineer,7,Master,16,Education,Enterprise,India,No,4,124040
Frontend Developer,0,PhD,16,Consulting,Enterprise,Sweden,No,1,133150
Product Manager,5,PhD,8,Telecom,Enterprise,Singapore,Hybrid,3,179962
Product Manager,2,PhD,6,Retail,Medium,Australia,No,0,139267
Machine Learning Engineer,7,Bachelor,7,Healthcare,Large,Germany,Yes,2,170384
Software Engineer,13,PhD,9,Technology,Large,Remote,Yes,5,180567
Machine Learning Engineer,4,Bachelor,8,Telecom,Large,UK,No,4,166753
AI Engineer,9,High School,19,Manufacturing,Enterprise,UK,Hybrid,5,207699
AI Engineer,18,Master,13,Finance,Enterprise,Remote,Hybrid,2,217117
DevOps Engineer,5,Diploma,10,Retail,Small,Remote,Yes,1,116829
Data Scientist,13,Bachelor,7,Consulting,Small,Australia,No,3,139661
Business Analyst,19,Bachelor,15,Manufacturing,Medium,Sweden,Hybrid,3,131603
Data Analyst,0,Diploma,17,Education,Large,Canada,No,5,102671
Data Scientist,12,High School,14,Technology,Large,USA,Hybrid,2,178436
AI Engineer,18,PhD,1,Education,Small,UK,Hybrid,2,214941
Software Engineer,8,Master,7,Media,Medium,USA,No,4,168534
Data Analyst,14,Diploma,7,Media,Enterprise,Remote,Hybrid,3,135180
AI Engineer,12,High School,10,Consulting,Startup,Remote,Hybrid,0,122318
Data Scientist,4,Diploma,1,Retail,Small,Singapore,Yes,5,105215
Cloud Engineer,8,Diploma,14,Education,Medium,Remote,Yes,1,133265
Business Analyst,12,High School,19,Telecom,Startup,Singapore,Hybrid,2,98365
Backend Developer,16,Diploma,12,Finance,Startup,Singapore,Hybrid,3,130834
Backend Developer,3,PhD,19,Telecom,Large,Singapore,Hybrid,3,144045
Data Scientist,7,Bachelor,2,Finance,Startup,Singapore,Hybrid,4,99026
Backend Developer,18,Diploma,14,Media,Medium,Netherlands,Hybrid,1,134569
Product Manager,8,High School,17,Education,Enterprise,India,No,0,107129
Product Manager,15,Bachelor,18,Retail,Medium,Remote,Hybrid,1,158447
Machine Learning Engineer,3,Diploma,1,Manufacturing,Small,Singapore,Yes,0,115322
Cybersecurity Analyst,2,Master,10,Technology,Medium,USA,Hybrid,1,163101
AI Engineer,11,Bachelor,7,Education,Medium,Remote,No,3,153127
Product Manager,10,High School,4,Telecom,Startup,Germany,Yes,3,126752
Data Scientist,17,Diploma,6,Retail,Startup,Australia,No,0,123951
Software Engineer,6,PhD,16,Education,Small,UK,Yes,3,162801
Backend Developer,15,Diploma,6,Manufacturing,Small,Remote,Yes,4,119817
